-0.031,-0.002,1.008
-0.027,-0.005,1.006
-0.025,-0.004,1.000
-0.023,-0.008,1.009
-0.027,-0.004,1.012
-0.024,-0.005,1.003
-0.039,-0.004,1.002
-0.029,-0.004,1.011
-0.023,-0.005,1.007
-0.023,-0.004,1.003
-0.025,0.000,1.008
-0.013,-0.008,1.004
-0.026,-0.006,1.006
-0.021,-0.004,1.010
-0.024,-0.001,1.007
-0.028,-0.006,1.006
-0.028,-0.006,1.004
-0.028,-0.005,1.006
-0.029,-0.002,1.006
-0.028,0.000,1.003
-0.023,-0.001,1.005
-0.023,-0.005,1.008
-0.028,0.000,1.002
-0.026,-0.003,1.009
-0.027,-0.005,1.006
-0.020,-0.005,1.003
-0.029,-0.006,1.011
-0.027,-0.002,1.005
-0.025,-0.006,1.006
-0.027,-0.001,1.009
-0.040,0.001,1.008
-0.029,-0.004,0.999
-0.028,-0.004,1.009
-0.021,-0.003,1.006
-0.025,-0.002,1.006
-0.032,-0.004,1.010
-0.026,-0.001,1.001
-0.040,0.007,1.010
-0.057,-0.024,1.001
-0.038,0.003,1.026
0.008,0.007,1.025
-0.009,0.002,0.957
-0.075,-0.037,1.098
-0.040,0.010,1.001
0.047,0.027,0.874
-0.027,-0.025,1.097
-0.009,0.006,0.973
-0.006,0.004,0.999
-0.010,-0.003,1.011
-0.012,-0.004,0.993
-0.012,-0.004,1.000
-0.063,-0.059,1.131
-0.024,0.029,0.996
-0.028,-0.002,1.038
-0.013,-0.020,1.015
-0.027,0.040,0.994
-0.021,-0.010,1.024
-0.007,-0.005,1.011
0.049,-0.059,0.980
-0.005,0.023,0.957
0.058,-0.065,0.985
-0.007,-0.057,1.032
-0.015,0.046,0.991
-0.051,0.184,0.986
-0.126,0.297,1.097
-0.194,0.583,1.116
-0.068,0.890,1.185
0.692,0.496,0.855
0.019,0.833,1.104
-0.009,0.234,0.283
-0.516,-1.575,0.996
0.330,-0.841,0.768
0.214,-0.460,0.936
-0.022,-0.309,1.033
0.116,0.176,0.909
0.105,0.257,0.968
-0.069,0.457,0.964
-0.085,0.388,1.006
0.021,-0.018,0.981
-0.027,-0.010,1.021
-0.026,-0.006,0.994
-0.027,-0.010,1.008
-0.024,-0.011,0.997
-0.024,-0.012,1.009
-0.042,-0.001,1.010
-0.023,0.003,1.013
-0.037,-0.003,1.006
-0.029,-0.006,1.001
-0.028,-0.019,1.004
-0.011,-0.021,0.999
-0.020,-0.063,1.008
-0.014,-0.033,1.004
-0.046,-0.025,1.009
-0.016,-0.035,1.009
-0.024,-0.022,1.011
-0.005,-0.020,1.006
0.020,-0.092,1.009
0.038,-0.101,0.979
0.025,-0.128,0.997
0.019,-0.018,0.992
